3852847f-8a6c-42a9-b468-90f0a9ba40b7,Mustafa Reşit Bey,,,,
169f9160-ad6a-49db-bf60-1c3435120a9d,Ayşenur Özpekel,,,,
7a39ab7b-9240-43d2-9d6b-5b35b54d0e67,İstanbul Sazendeleri,Group,,,
412606af-a68c-47e5-96b4-724954a301bd,Çorapçızade,?,,,
275d05f3-a41e-4143-b966-5066abd0161b,Halil Karaduman,,,,
ac5ceebc-12de-4e6d-a8bb-1b4b01a041a8,Osep Ebeyan,"Armenia, Turkey",,,
c87ffaf1-543d-4621-b80d-810cbf1a0608,Orhan Arıtan,,,,
ae97dd12-ffc3-45f1-9fbc-0adbc905a6d1,Şeref Mardinli,,,,
0cd24fd3-72cd-45bd-9bbf-4bf57e5ee1f7,Kanuni Ahmet Bey,,,,
ebb16b0b-1ef2-41d8-b4b9-fe54e76122fe,Şehnaz Uğurel,,,,
0ef468a8-bc5b-4839-ac38-11dcae1b4545,Kemençeci Usta Yani,"Greece, Turkey",,,2
24dd63ec-221a-4d17-a91f-598a4bc83f54,Handan Odabaşı,,,,
279adb4a-a274-4f81-b679-48a7f24e10f9,Anastas Efendi,"Greece, Turkey",,,
65cb7f06-a182-49ed-bc53-e7d5f0af6a68,Lavtacı Ovrik Efendi,"Armenia, Turkey",,,
8cd9d680-2613-47c2-8a8a-958f6cb48110,Kadı Fuat Efendi,,,,
b2ee9430-8735-475d-89bf-ca7ee6769fcb,Sotiri,"Greece, Greece",,,
f2cece88-2afb-4a33-924d-56520373131d,Kazım Uz,,,,
3f4ce873-0e1c-45ea-9de5-e398f7a123de,Çetin Körükçüoğlu,,,,
1dc16ba9-0dc4-44eb-913b-a40631872cc1,Celal Abacı,,,,
5321d1e2-e5a5-4d07-9ae7-2840b98f033e,Rabbi Yaakov Kohen,"Israel, France",,,
f0c7ee9a-0490-46f5-8a01-7d489ad1517a,İsmâil Baha Sürelsan,,19-11-1912,Bursa,4
79e9c293-ec08-473e-8e5d-af30472e5772,The Necdet Yasar Ensemble,Group,,,
b36dbc2e-b3a6-43f1-9e33-0b1ac19356ca,Şems-i Tebrizi,Iran,,,
1f82d08c-8312-4d94-8713-109776ff3881,Lale Akay Umul,,,,
d3e36121-7c17-4ba8-bcd0-7929c2baf103,Ayla Büyükataman,,,,
c53f93ac-c736-4972-8d47-1fbc010162c4,Talat Er,,,,
742a0f01-c41b-40ad-b1f7-57ab502ef525,İlhami Güntel,,,,
fc8cf455-c082-4e40-a543-33894135651b,Kemal Şakir Yakar,,,,
9db210e7-3a4c-4e00-b693-8cfe59bc8e09,Veysel Dalsaldı,,,,
e504a080-2092-4855-9135-45914556ca70,Vahit Anadolu,,,,
27e42fd5-8110-4260-8f3c-9476a4f0403b,Lou Harrison,USA,,,
cd270535-1478-4be2-a690-c467c44503c0,Giuseppe Donizetti,Italy,1788,,2
2dd7b59a-9069-4eec-b69a-b8bc38d60ed4,Ahmet Cennetoğlu,,,,
8eb84904-410b-496a-8afa-d817cfb61c10,Ali Burç,,,,
5ed8e36f-50fa-4912-b380-e0a2549ca606,Alper Uzkur,,,,
6ea8e903-5a2c-4f46-9276-92c44b510156,Halil Uğur Kutlu,,,,
436f4951-8560-4b94-8ab7-d2164183e8df,İsak Varon,"Israel, Turkey",1882,,3
ac2f8c98-533d-494a-865f-a191802adf09,Necla Gürer,,,,
